35.76 3.58
42.51 4.25
30.85 3.09
43.36 4.34
45.30 4.53
30.83 3.08
39.86 3.99
31.42 3.14
31.92 3.19
33.27 3.33
41.34 4.13
39.49 3.95
46.66 4.67
28.57 2.86
44.44 4.44
32.17 3.22
36.39 3.64
33.49 3.35
32.98 3.30
36.80 3.68
39.52 3.95
50.38 5.04
35.16 3.52
29.24 2.92
32.78 3.28
77.44 7.74
36.63 3.66
33.64 3.36
28.95 2.90
47.86 4.79
25.49 2.55
28.34 2.83
36.03 3.60
59.07 5.91
33.32 3.33
28.21 2.82
32.29 3.23
23.64 2.36
27.09 2.71
24.70 2.47
40.44 4.04
44.18 4.42
35.97 3.60
35.71 3.57
32.62 3.26
33.84 3.38
39.55 3.96
63.39 6.34
42.51 4.25
43.51 4.35
37.94 3.79
44.73 4.47
